,batch,name,start_time,end_time,duration,duration_string,parent,isLeaf
5103,2021-03-06_xf210341_xfrun_build20,capture,2021-03-06T00:31:03,2021-03-06T01:07:06,2163.0,36 min 3.0 sec,xfrun,True
5104,2021-03-06_xf210341_xfrun_build20,postproc,2021-03-06T01:07:06,2021-03-06T01:52:04,2698.0,44 min 58.0 sec,xfrun,False
5105,2021-03-06_xf210341_xfrun_build20,mod_rxnfiles,2021-03-06T01:07:06,2021-03-06T01:07:26,20.0,20.0 sec,postproc,True
5106,2021-03-06_xf210341_xfrun_build20,post_citat,2021-03-06T01:07:26,2021-03-06T01:20:42,796.0,13 min 16.0 sec,postproc,True
5107,2021-03-06_xf210341_xfrun_build20,post_facts,2021-03-06T01:20:42,2021-03-06T01:36:49,967.0,16 min 7.0 sec,postproc,True
5108,2021-03-06_xf210341_xfrun_build20,post_react,2021-03-06T01:36:49,2021-03-06T01:40:45,236.0,3 min 56.0 sec,postproc,True
5109,2021-03-06_xf210341_xfrun_build20,post_nrefs,2021-03-06T01:40:45,2021-03-06T01:52:04,679.0,11 min 19.0 sec,postproc,True
5110,2021-03-06_xf210341_xfrun_build20,struc,2021-03-06T01:52:04,,,,xfrun,False
5111,2021-03-06_xf210341_xfrun_build20,sdf_filter,2021-03-06T01:52:04,2021-03-06T01:56:53,289.0,4 min 49.0 sec,struc,True
5112,2021-03-06_xf210341_xfrun_build20,sdf_split,2021-03-06T01:56:53,2021-03-06T01:57:59,66.0,1 min 6.0 sec,struc,True
5113,2021-03-06_xf210341_xfrun_build20,sdf_limit,2021-03-06T01:57:59,2021-03-06T02:08:18,619.0,10 min 19.0 sec,struc,True
5114,2021-03-06_xf210341_xfrun_build20,sdf_wrap,2021-03-06T02:08:18,2021-03-06T02:09:02,44.0,44.0 sec,struc,True
5115,2021-03-06_xf210341_xfrun_build20,sdf_prepare,2021-03-06T02:09:02,2021-03-06T02:09:02,0.0,,struc,True
5116,2021-03-06_xf210341_xfrun_build20,sdf_index,2021-03-06T02:09:02,2021-03-06T02:16:54,472.0,7 min 52.0 sec,struc,True
5117,2021-03-06_xf210341_xfrun_build20,rsdf_filter,2021-03-06T02:16:54,2021-03-06T02:26:05,551.0,9 min 11.0 sec,struc,True
5118,2021-03-06_xf210341_xfrun_build20,rsdf_build,2021-03-06T02:26:05,2021-03-06T02:30:32,267.0,4 min 27.0 sec,struc,True
5119,2021-03-06_xf210341_xfrun_build20,rsdf_maps,2021-03-06T02:30:32,2021-03-06T03:51:40,4868.0,1 hr 21 min 8.0 sec,struc,True
5120,2021-03-06_xf210341_xfrun_build20,rsdf_repack,2021-03-06T03:51:40,2021-03-06T04:09:54,1094.0,18 min 14.0 sec,struc,True
5121,2021-03-06_xf210341_xfrun_build20,rsdf_index,2021-03-06T04:09:54,2021-03-06T04:23:12,798.0,13 min 18.0 sec,struc,True
5122,2021-03-06_xf210341_xfrun_build20,fct_mix,2021-03-06T04:23:12,2021-03-06T04:42:17,1145.0,19 min 5.0 sec,struc,True
5123,2021-03-06_xf210341_xfrun_build20,makefa,2021-03-06T04:42:17,2021-03-06T05:18:57,2200.0,36 min 40.0 sec,struc,True
5124,2021-03-06_xf210341_xfrun_build20,cit_mix,2021-03-06T05:18:57,2021-03-06T05:33:51,894.0,14 min 54.0 sec,struc,True
5125,2021-03-06_xf210341_xfrun_build20,cit_refs,2021-03-06T05:33:51,2021-03-06T05:57:50,1439.0,23 min 59.0 sec,struc,True
5126,2021-03-06_xf210341_xfrun_build20,cit_substit,2021-03-06T05:57:50,2021-03-06T06:19:39,1309.0,21 min 49.0 sec,struc,True
5127,2021-03-06_xf210341_xfrun_build20,cit_satellites,2021-03-06T06:19:39,2021-03-06T06:25:57,378.0,6 min 18.0 sec,struc,True
5128,2021-03-06_xf210341_xfrun_build20,ranks,2021-03-06T06:25:57,2021-03-06T07:33:38,4061.0,1 hr 7 min 41.0 sec,struc,True
5129,2021-03-06_xf210341_xfrun_build20,postproc,2021-03-06T07:33:38,2021-03-06T15:51:20,29862.0,8 hr 17 min 42.0 sec,struc,False
5130,2021-03-06_xf210341_xfrun_build20,get_vocab.sh,2021-03-06T07:33:38,2021-03-06T08:08:35,2097.0,34 min 57.0 sec,postproc,True
5131,2021-03-06_xf210341_xfrun_build20,filter_targets,2021-03-06T08:08:35,2021-03-06T08:08:38,3.0,3.0 sec,postproc,True
5132,2021-03-06_xf210341_xfrun_build20,split_points,2021-03-06T08:08:38,2021-03-06T08:09:36,58.0,58.0 sec,postproc,True
5133,2021-03-06_xf210341_xfrun_build20,all_points,2021-03-06T08:09:36,2021-03-06T08:15:15,339.0,5 min 39.0 sec,postproc,False
5134,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:10:21,2021-03-06T08:11:55,94.0,1 min 34.0 sec,all_points,False
5135,2021-03-06_xf210341_xfrun_build20,datapoints,2021-03-06T08:10:21,2021-03-06T08:11:55,94.0,1 min 34.0 sec,run_bucket,False
5136,2021-03-06_xf210341_xfrun_build20,:load,2021-03-06T08:10:21,2021-03-06T08:11:27,66.0,1 min 6.0 sec,datapoints,True
5137,2021-03-06_xf210341_xfrun_build20,:points,2021-03-06T08:11:27,2021-03-06T08:11:28,1.0,1.0 sec,datapoints,True
5138,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:10:21,2021-03-06T08:11:56,95.0,1 min 35.0 sec,all_points,False
5139,2021-03-06_xf210341_xfrun_build20,datapoints,2021-03-06T08:10:21,2021-03-06T08:11:56,95.0,1 min 35.0 sec,run_bucket,False
5140,2021-03-06_xf210341_xfrun_build20,:load,2021-03-06T08:10:21,2021-03-06T08:11:29,68.0,1 min 8.0 sec,datapoints,True
5141,2021-03-06_xf210341_xfrun_build20,:points,2021-03-06T08:11:29,2021-03-06T08:11:29,0.0,,datapoints,True
5142,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:11:55,2021-03-06T08:13:26,91.0,1 min 31.0 sec,all_points,False
5143,2021-03-06_xf210341_xfrun_build20,datapoints,2021-03-06T08:11:55,2021-03-06T08:13:26,91.0,1 min 31.0 sec,run_bucket,False
5144,2021-03-06_xf210341_xfrun_build20,:load,2021-03-06T08:11:55,2021-03-06T08:12:59,64.0,1 min 4.0 sec,datapoints,True
5145,2021-03-06_xf210341_xfrun_build20,:points,2021-03-06T08:12:59,2021-03-06T08:12:59,0.0,,datapoints,True
5146,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:11:56,2021-03-06T08:13:26,90.0,1 min 30.0 sec,all_points,False
5147,2021-03-06_xf210341_xfrun_build20,datapoints,2021-03-06T08:11:56,2021-03-06T08:13:26,90.0,1 min 30.0 sec,run_bucket,False
5148,2021-03-06_xf210341_xfrun_build20,:load,2021-03-06T08:11:56,2021-03-06T08:12:58,62.0,1 min 2.0 sec,datapoints,True
5149,2021-03-06_xf210341_xfrun_build20,:points,2021-03-06T08:12:58,2021-03-06T08:13:00,2.0,2.0 sec,datapoints,True
5150,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:13:26,2021-03-06T08:15:15,109.0,1 min 49.0 sec,all_points,False
5151,2021-03-06_xf210341_xfrun_build20,datapoints,2021-03-06T08:13:26,2021-03-06T08:15:15,109.0,1 min 49.0 sec,run_bucket,False
5152,2021-03-06_xf210341_xfrun_build20,:load,2021-03-06T08:13:26,2021-03-06T08:14:21,55.0,55.0 sec,datapoints,True
5153,2021-03-06_xf210341_xfrun_build20,:points,2021-03-06T08:14:21,2021-03-06T08:14:24,3.0,3.0 sec,datapoints,True
5154,2021-03-06_xf210341_xfrun_build20,hasbio_lists,2021-03-06T08:15:15,2021-03-06T08:20:58,343.0,5 min 43.0 sec,postproc,True
5155,2021-03-06_xf210341_xfrun_build20,targets,2021-03-06T08:20:58,2021-03-06T12:10:04,13746.0,3 hr 49 min 6.0 sec,postproc,False
5156,2021-03-06_xf210341_xfrun_build20,:init,2021-03-06T08:20:58,2021-03-06T08:21:18,20.0,20.0 sec,targets,True
5157,2021-03-06_xf210341_xfrun_build20,:targets,2021-03-06T08:21:18,2021-03-06T08:22:52,94.0,1 min 34.0 sec,targets,True
5158,2021-03-06_xf210341_xfrun_build20,:phases,2021-03-06T08:22:52,2021-03-06T08:33:02,610.0,10 min 10.0 sec,targets,True
5159,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:33:13,2021-03-06T08:33:22,8.0,8.0 sec,targets,False
5160,2021-03-06_xf210341_xfrun_build20,points,2021-03-06T08:33:13,2021-03-06T08:33:21,8.0,8.0 sec,run_bucket,True
5161,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:33:13,2021-03-06T08:33:22,7.0,7.0 sec,targets,False
5162,2021-03-06_xf210341_xfrun_build20,points,2021-03-06T08:33:13,2021-03-06T08:33:20,7.0,7.0 sec,run_bucket,True
5163,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:33:13,2021-03-06T08:33:22,8.0,8.0 sec,targets,False
5164,2021-03-06_xf210341_xfrun_build20,points,2021-03-06T08:33:13,2021-03-06T08:33:21,8.0,8.0 sec,run_bucket,True
5165,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:33:13,2021-03-06T08:33:22,9.0,9.0 sec,targets,False
5166,2021-03-06_xf210341_xfrun_build20,points,2021-03-06T08:33:13,2021-03-06T08:33:22,9.0,9.0 sec,run_bucket,True
5167,2021-03-06_xf210341_xfrun_build20,run_bucket,2021-03-06T08:33:13,2021-03-06T08:33:22,9.0,9.0 sec,targets,False
5168,2021-03-06_xf210341_xfrun_build20,points,2021-03-06T08:33:13,2021-03-06T08:33:22,9.0,9.0 sec,run_bucket,True
5169,2021-03-06_xf210341_xfrun_build20,:points,2021-03-06T08:33:02,2021-03-06T08:33:22,20.0,20.0 sec,targets,True
5170,2021-03-06_xf210341_xfrun_build20,:ISSNs,2021-03-06T08:33:22,2021-03-06T08:33:22,0.0,,targets,True
5171,2021-03-06_xf210341_xfrun_build20,:flags,2021-03-06T08:33:22,2021-03-06T08:33:39,17.0,17.0 sec,targets,True
5172,2021-03-06_xf210341_xfrun_build20,:citations,2021-03-06T08:33:39,2021-03-06T08:54:44,1265.0,21 min 5.0 sec,targets,True
5173,2021-03-06_xf210341_xfrun_build20,:reactions,2021-03-06T08:54:44,2021-03-06T09:25:32,1848.0,30 min 48.0 sec,targets,True
5174,2021-03-06_xf210341_xfrun_build20,:substances,2021-03-06T09:25:32,2021-03-06T12:08:38,9786.0,2 hr 43 min 6.0 sec,targets,True
5175,2021-03-06_xf210341_xfrun_build20,merge_points,2021-03-06T12:10:04,2021-03-06T12:13:58,234.0,3 min 54.0 sec,postproc,True
5176,2021-03-06_xf210341_xfrun_build20,filter_points,2021-03-06T12:13:58,2021-03-06T13:00:18,2780.0,46 min 20.0 sec,postproc,True
5177,2021-03-06_xf210341_xfrun_build20,maketaxo,2021-03-06T13:00:18,2021-03-06T13:29:17,1739.0,28 min 59.0 sec,postproc,True
5178,2021-03-06_xf210341_xfrun_build20,get_tar.sh,2021-03-06T13:29:17,2021-03-06T13:29:54,37.0,37.0 sec,postproc,True
5179,2021-03-06_xf210341_xfrun_build20,get_kws.sh,2021-03-06T13:29:54,2021-03-06T15:51:20,8486.0,2 hr 21 min 26.0 sec,postproc,True
5180,2021-03-06_xf210341_xfrun_build20,invert,2021-03-06T15:51:20,2021-03-06T21:44:53,76430.0,21 hr 13 min 50.0 sec,struc,True
5181,2021-03-08_xf210341_xfrun_build21,xfrun,2021-03-08T08:11:35,,,,,False
5182,2021-03-08_xf210341_xfrun_build21,struc,2021-03-08T08:11:35,,,,xfrun,False
5183,2021-03-08_xf210341_xfrun_build21,invert,2021-03-08T08:11:35,2021-03-08T08:11:35,0.0,,struc,True
5184,2021-03-08_xf210341_xfrun_build22,xfrun,2021-03-08T08:13:02,,,,,False
5185,2021-03-08_xf210341_xfrun_build22,struc,2021-03-08T08:13:02,,,,xfrun,False
5186,2021-03-08_xf210341_xfrun_build22,invert,2021-03-08T08:13:02,2021-03-08T10:27:33,8071.0,2 hr 14 min 31.0 sec,struc,True
5187,2021-03-08_xf210341_xfrun_build23,xfrun,2021-03-08T10:32:03,,,,,False
5188,2021-03-08_xf210341_xfrun_build23,struc,2021-03-08T10:32:03,,,,xfrun,False
5189,2021-03-08_xf210341_xfrun_build23,invert,2021-03-08T10:32:03,2021-03-08T10:37:05,302.0,5 min 2.0 sec,struc,True
5190,2021-03-09_xf210341_xfrun_build24,xfrun,2021-03-08T10:45:20,2021-03-09T05:17:37,66737.0,18 hr 32 min 17.0 sec,,False
5191,2021-03-09_xf210341_xfrun_build24,struc,2021-03-08T10:45:20,2021-03-09T05:17:37,66737.0,18 hr 32 min 17.0 sec,xfrun,False
5192,2021-03-09_xf210341_xfrun_build24,invert,2021-03-08T10:45:20,2021-03-08T23:36:27,46267.0,12 hr 51 min 7.0 sec,struc,True
5193,2021-03-09_xf210341_xfrun_build24,invert_add,2021-03-08T23:36:27,2021-03-08T23:51:39,912.0,15 min 12.0 sec,struc,True
5194,2021-03-09_xf210341_xfrun_build24,compress,2021-03-08T23:51:39,2021-03-08T23:51:40,1.0,1.0 sec,struc,True
5195,2021-03-09_xf210341_xfrun_build24,nocode,2021-03-08T23:51:40,2021-03-08T23:51:40,0.0,,struc,True
5196,2021-03-09_xf210341_xfrun_build24,sdf_code,2021-03-08T23:51:40,2021-03-08T23:51:46,6.0,6.0 sec,struc,True
5197,2021-03-09_xf210341_xfrun_build24,sdf_mix,2021-03-08T23:51:46,2021-03-09T00:00:15,509.0,8 min 29.0 sec,struc,True
5198,2021-03-09_xf210341_xfrun_build24,sdf_trees,2021-03-09T00:00:15,2021-03-09T01:10:35,4220.0,1 hr 10 min 20.0 sec,struc,True
5199,2021-03-09_xf210341_xfrun_build24,nocode,2021-03-09T01:10:35,2021-03-09T01:10:35,0.0,,struc,True
5200,2021-03-09_xf210341_xfrun_build24,rsdf_code,2021-03-09T01:10:35,2021-03-09T01:15:13,278.0,4 min 38.0 sec,struc,True
5201,2021-03-09_xf210341_xfrun_build24,rsdf_mix,2021-03-09T01:15:13,2021-03-09T01:43:53,1720.0,28 min 40.0 sec,struc,True
5202,2021-03-09_xf210341_xfrun_build24,rsdf_trees,2021-03-09T01:43:53,2021-03-09T05:17:37,12824.0,3 hr 33 min 44.0 sec,struc,True
5203,2021-03-11_xf210351_xfrun_build25,xfrun,2021-03-09T14:56:39,2021-03-11T06:00:02,140603.0,1 day 15 hr 3 min 23.0 sec,,False
5204,2021-03-11_xf210351_xfrun_build25,capture,2021-03-09T14:56:39,2021-03-09T15:32:43,2164.0,36 min 4.0 sec,xfrun,True
5205,2021-03-11_xf210351_xfrun_build25,postproc,2021-03-09T15:32:43,2021-03-09T16:14:18,2495.0,41 min 35.0 sec,xfrun,False
5206,2021-03-11_xf210351_xfrun_build25,mod_rxnfiles,2021-03-09T15:32:43,2021-03-09T15:32:55,12.0,12.0 sec,postproc,True
5207,2021-03-11_xf210351_xfrun_build25,post_citat,2021-03-09T15:32:55,2021-03-09T15:45:43,768.0,12 min 48.0 sec,postproc,True
5208,2021-03-11_xf210351_xfrun_build25,post_facts,2021-03-09T15:45:43,2021-03-09T15:59:19,816.0,13 min 36.0 sec,postproc,True
5209,2021-03-11_xf210351_xfrun_build25,post_react,2021-03-09T15:59:19,2021-03-09T16:03:10,231.0,3 min 51.0 sec,postproc,True
5210,2021-03-11_xf210351_xfrun_build25,post_nrefs,2021-03-09T16:03:10,2021-03-09T16:14:18,668.0,11 min 8.0 sec,postproc,True
5211,2021-03-11_xf210351_xfrun_build25,struc,2021-03-09T16:14:18,2021-03-11T06:00:02,135944.0,1 day 13 hr 45 min 44.0 sec,xfrun,False
5212,2021-03-11_xf210351_xfrun_build25,sdf_filter,2021-03-09T16:14:18,2021-03-09T16:19:05,287.0,4 min 47.0 sec,struc,True
5213,2021-03-11_xf210351_xfrun_build25,sdf_split,2021-03-09T16:19:05,2021-03-09T16:20:11,66.0,1 min 6.0 sec,struc,True
5214,2021-03-11_xf210351_xfrun_build25,sdf_limit,2021-03-09T16:20:11,2021-03-09T16:30:30,619.0,10 min 19.0 sec,struc,True
5215,2021-03-11_xf210351_xfrun_build25,sdf_wrap,2021-03-09T16:30:30,2021-03-09T16:31:13,43.0,43.0 sec,struc,True
5216,2021-03-11_xf210351_xfrun_build25,sdf_prepare,2021-03-09T16:31:13,2021-03-09T16:31:14,1.0,1.0 sec,struc,True
5217,2021-03-11_xf210351_xfrun_build25,sdf_index,2021-03-09T16:31:14,2021-03-09T16:39:05,471.0,7 min 51.0 sec,struc,True
5218,2021-03-11_xf210351_xfrun_build25,rsdf_filter,2021-03-09T16:39:05,2021-03-09T16:48:16,551.0,9 min 11.0 sec,struc,True
5219,2021-03-11_xf210351_xfrun_build25,rsdf_build,2021-03-09T16:48:16,2021-03-09T16:52:43,267.0,4 min 27.0 sec,struc,True
5220,2021-03-11_xf210351_xfrun_build25,rsdf_maps,2021-03-09T16:52:43,2021-03-09T18:14:22,4899.0,1 hr 21 min 39.0 sec,struc,True
5221,2021-03-11_xf210351_xfrun_build25,rsdf_repack,2021-03-09T18:14:22,2021-03-09T18:32:32,1090.0,18 min 10.0 sec,struc,True
5222,2021-03-11_xf210351_xfrun_build25,rsdf_index,2021-03-09T18:32:32,2021-03-09T18:45:52,800.0,13 min 20.0 sec,struc,True
5223,2021-03-11_xf210351_xfrun_build25,fct_mix,2021-03-09T18:45:52,2021-03-09T19:04:56,1144.0,19 min 4.0 sec,struc,True
5224,2021-03-11_xf210351_xfrun_build25,makefa,2021-03-09T19:04:56,2021-03-09T19:44:50,2394.0,39 min 54.0 sec,struc,True
5225,2021-03-11_xf210351_xfrun_build25,cit_mix,2021-03-09T19:44:50,2021-03-09T19:59:48,898.0,14 min 58.0 sec,struc,True
5226,2021-03-11_xf210351_xfrun_build25,cit_refs,2021-03-09T19:59:48,2021-03-09T20:23:51,1443.0,24 min 3.0 sec,struc,True
5227,2021-03-11_xf210351_xfrun_build25,cit_substit,2021-03-09T20:23:51,2021-03-09T20:45:35,1304.0,21 min 44.0 sec,struc,True
5228,2021-03-11_xf210351_xfrun_build25,cit_satellites,2021-03-09T20:45:35,2021-03-09T20:51:58,383.0,6 min 23.0 sec,struc,True
5229,2021-03-11_xf210351_xfrun_build25,ranks,2021-03-09T20:51:58,2021-03-09T21:59:41,4063.0,1 hr 7 min 43.0 sec,struc,True
5230,2021-03-11_xf210351_xfrun_build25,postproc,2021-03-09T21:59:41,2021-03-10T06:21:15,30094.0,8 hr 21 min 34.0 sec,struc,False
5231,2021-03-11_xf210351_xfrun_build25,get_vocab.sh,2021-03-09T21:59:41,2021-03-09T22:36:11,2190.0,36 min 30.0 sec,postproc,True
5232,2021-03-11_xf210351_xfrun_build25,filter_targets,2021-03-09T22:36:11,2021-03-09T22:36:13,2.0,2.0 sec,postproc,True
5233,2021-03-11_xf210351_xfrun_build25,split_points,2021-03-09T22:36:13,2021-03-09T22:37:16,63.0,1 min 3.0 sec,postproc,True
5234,2021-03-11_xf210351_xfrun_build25,all_points,2021-03-09T22:37:16,2021-03-09T22:42:37,321.0,5 min 21.0 sec,postproc,False
5235,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T22:38:00,2021-03-09T22:39:38,98.0,1 min 38.0 sec,all_points,False
5236,2021-03-11_xf210351_xfrun_build25,datapoints,2021-03-09T22:38:00,2021-03-09T22:39:38,98.0,1 min 38.0 sec,run_bucket,False
5237,2021-03-11_xf210351_xfrun_build25,:load,2021-03-09T22:38:00,2021-03-09T22:39:10,70.0,1 min 10.0 sec,datapoints,True
5238,2021-03-11_xf210351_xfrun_build25,:points,2021-03-09T22:39:10,2021-03-09T22:39:11,1.0,1.0 sec,datapoints,True
5239,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T22:38:00,2021-03-09T22:39:39,99.0,1 min 39.0 sec,all_points,False
5240,2021-03-11_xf210351_xfrun_build25,datapoints,2021-03-09T22:38:00,2021-03-09T22:39:39,99.0,1 min 39.0 sec,run_bucket,False
5241,2021-03-11_xf210351_xfrun_build25,:load,2021-03-09T22:38:00,2021-03-09T22:39:10,70.0,1 min 10.0 sec,datapoints,True
5242,2021-03-11_xf210351_xfrun_build25,:points,2021-03-09T22:39:10,2021-03-09T22:39:10,0.0,,datapoints,True
5243,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T22:39:39,2021-03-09T22:41:11,92.0,1 min 32.0 sec,all_points,False
5244,2021-03-11_xf210351_xfrun_build25,datapoints,2021-03-09T22:39:39,2021-03-09T22:41:11,92.0,1 min 32.0 sec,run_bucket,False
5245,2021-03-11_xf210351_xfrun_build25,:load,2021-03-09T22:39:39,2021-03-09T22:40:43,64.0,1 min 4.0 sec,datapoints,True
5246,2021-03-11_xf210351_xfrun_build25,:points,2021-03-09T22:40:43,2021-03-09T22:40:44,1.0,1.0 sec,datapoints,True
5247,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T22:41:11,2021-03-09T22:42:37,86.0,1 min 26.0 sec,all_points,False
5248,2021-03-11_xf210351_xfrun_build25,datapoints,2021-03-09T22:41:11,2021-03-09T22:42:37,86.0,1 min 26.0 sec,run_bucket,False
5249,2021-03-11_xf210351_xfrun_build25,:load,2021-03-09T22:41:11,2021-03-09T22:42:08,57.0,57.0 sec,datapoints,True
5250,2021-03-11_xf210351_xfrun_build25,:points,2021-03-09T22:42:08,2021-03-09T22:42:10,2.0,2.0 sec,datapoints,True
5251,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T22:39:38,2021-03-09T22:42:37,97.0,1 min 37.0 sec,all_points,False
5252,2021-03-11_xf210351_xfrun_build25,datapoints,2021-03-09T22:39:38,2021-03-09T22:41:15,97.0,1 min 37.0 sec,run_bucket,False
5253,2021-03-11_xf210351_xfrun_build25,:load,2021-03-09T22:39:38,2021-03-09T22:40:46,68.0,1 min 8.0 sec,datapoints,True
5254,2021-03-11_xf210351_xfrun_build25,:points,2021-03-09T22:40:46,2021-03-09T22:40:46,0.0,,datapoints,True
5255,2021-03-11_xf210351_xfrun_build25,hasbio_lists,2021-03-09T22:42:37,2021-03-09T22:48:17,340.0,5 min 40.0 sec,postproc,True
5256,2021-03-11_xf210351_xfrun_build25,targets,2021-03-09T22:48:17,2021-03-10T02:39:17,13860.0,3 hr 51 min,postproc,False
5257,2021-03-11_xf210351_xfrun_build25,:init,2021-03-09T22:48:17,2021-03-09T22:48:38,21.0,21.0 sec,targets,True
5258,2021-03-11_xf210351_xfrun_build25,:targets,2021-03-09T22:48:38,2021-03-09T22:50:13,95.0,1 min 35.0 sec,targets,True
5259,2021-03-11_xf210351_xfrun_build25,:phases,2021-03-09T22:50:13,2021-03-09T23:00:27,614.0,10 min 14.0 sec,targets,True
5260,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T23:00:38,2021-03-09T23:00:47,8.0,8.0 sec,targets,False
5261,2021-03-11_xf210351_xfrun_build25,points,2021-03-09T23:00:38,2021-03-09T23:00:46,8.0,8.0 sec,run_bucket,True
5262,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T23:00:38,2021-03-09T23:00:47,8.0,8.0 sec,targets,False
5263,2021-03-11_xf210351_xfrun_build25,points,2021-03-09T23:00:38,2021-03-09T23:00:46,8.0,8.0 sec,run_bucket,True
5264,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T23:00:38,2021-03-09T23:00:47,9.0,9.0 sec,targets,False
5265,2021-03-11_xf210351_xfrun_build25,points,2021-03-09T23:00:38,2021-03-09T23:00:47,9.0,9.0 sec,run_bucket,True
5266,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T23:00:38,2021-03-09T23:00:47,8.0,8.0 sec,targets,False
5267,2021-03-11_xf210351_xfrun_build25,points,2021-03-09T23:00:38,2021-03-09T23:00:46,8.0,8.0 sec,run_bucket,True
5268,2021-03-11_xf210351_xfrun_build25,run_bucket,2021-03-09T23:00:38,2021-03-09T23:00:47,9.0,9.0 sec,targets,False
5269,2021-03-11_xf210351_xfrun_build25,points,2021-03-09T23:00:38,2021-03-09T23:00:47,9.0,9.0 sec,run_bucket,True
5270,2021-03-11_xf210351_xfrun_build25,:points,2021-03-09T23:00:27,2021-03-09T23:00:47,20.0,20.0 sec,targets,True
5271,2021-03-11_xf210351_xfrun_build25,:ISSNs,2021-03-09T23:00:47,2021-03-09T23:00:47,0.0,,targets,True
5272,2021-03-11_xf210351_xfrun_build25,:flags,2021-03-09T23:00:47,2021-03-09T23:01:05,18.0,18.0 sec,targets,True
5273,2021-03-11_xf210351_xfrun_build25,:citations,2021-03-09T23:01:05,2021-03-09T23:22:19,1274.0,21 min 14.0 sec,targets,True
5274,2021-03-11_xf210351_xfrun_build25,:reactions,2021-03-09T23:22:19,2021-03-09T23:53:35,1876.0,31 min 16.0 sec,targets,True
5275,2021-03-11_xf210351_xfrun_build25,:substances,2021-03-09T23:53:35,2021-03-10T02:37:50,9855.0,2 hr 44 min 15.0 sec,targets,True
5276,2021-03-11_xf210351_xfrun_build25,merge_points,2021-03-10T02:39:17,2021-03-10T02:43:10,233.0,3 min 53.0 sec,postproc,True
5277,2021-03-11_xf210351_xfrun_build25,filter_points,2021-03-10T02:43:10,2021-03-10T03:29:20,2770.0,46 min 10.0 sec,postproc,True
5278,2021-03-11_xf210351_xfrun_build25,maketaxo,2021-03-10T03:29:20,2021-03-10T03:58:24,1744.0,29 min 4.0 sec,postproc,True
5279,2021-03-11_xf210351_xfrun_build25,get_tar.sh,2021-03-10T03:58:24,2021-03-10T03:59:02,38.0,38.0 sec,postproc,True
5280,2021-03-11_xf210351_xfrun_build25,get_kws.sh,2021-03-10T03:59:02,2021-03-10T06:21:15,8533.0,2 hr 22 min 13.0 sec,postproc,True
5281,2021-03-11_xf210351_xfrun_build25,invert,2021-03-10T06:21:15,2021-03-10T19:07:57,46002.0,12 hr 46 min 42.0 sec,struc,True
5282,2021-03-11_xf210351_xfrun_build25,invert_add,2021-03-10T19:07:57,2021-03-10T19:22:28,871.0,14 min 31.0 sec,struc,True
5283,2021-03-11_xf210351_xfrun_build25,compress,2021-03-10T19:22:28,2021-03-10T19:22:28,0.0,,struc,True
5284,2021-03-11_xf210351_xfrun_build25,nocode,2021-03-10T19:22:28,2021-03-10T19:22:28,0.0,,struc,True
5285,2021-03-11_xf210351_xfrun_build25,sdf_code,2021-03-10T19:22:28,2021-03-10T19:22:39,11.0,11.0 sec,struc,True
5286,2021-03-11_xf210351_xfrun_build25,sdf_mix,2021-03-10T19:22:39,2021-03-10T19:31:08,509.0,8 min 29.0 sec,struc,True
5287,2021-03-11_xf210351_xfrun_build25,sdf_trees,2021-03-10T19:31:08,2021-03-10T20:41:00,4192.0,1 hr 9 min 52.0 sec,struc,True
5288,2021-03-11_xf210351_xfrun_build25,nocode,2021-03-10T20:41:00,2021-03-10T20:41:00,0.0,,struc,True
5289,2021-03-11_xf210351_xfrun_build25,rsdf_code,2021-03-10T20:41:00,2021-03-10T20:43:23,143.0,2 min 23.0 sec,struc,True
5290,2021-03-11_xf210351_xfrun_build25,rsdf_mix,2021-03-10T20:43:23,2021-03-10T21:11:49,1706.0,28 min 26.0 sec,struc,True
5291,2021-03-11_xf210351_xfrun_build25,rsdf_trees,2021-03-10T21:11:49,2021-03-11T06:00:02,31693.0,8 hr 48 min 13.0 sec,struc,True
5292,2021-03-14_xf210361_xfrun_build26,xfrun,2021-03-12T23:51:16,2021-03-14T13:36:14,135898.0,1 day 13 hr 44 min 58.0 sec,,False
